denominazione_regione	hs	ic	th	hi	tcp	ncp	dh	d	tc	sw
Emilia	2600	259	2859	45269	48128	2545	211352	10675	270155	3983946
Emilia	2663	266	2929	47385	50314	3246	212341	10721	273376	4026645
Emilia	2753	275	3028	49414	52442	3232	213413	10746	276601	4063252
Emilia	2813	283	3096	51839	54935	3056	213934	10777	279646	4089140
Emilia	2960	286	3246	53772	57018	2987	214771	10827	282616	4106632
Emilia	3044	307	3351	55045	58396	2429	215754	10871	285021	4150207
Emilia	3094	333	3427	56021	59448	2155	216774	10914	287136	4191621
Emilia	3161	345	3506	57160	60666	2845	218332	10959	289957	4231453
Emilia	3197	350	3547	59070	62617	3477	219789	10994	293400	4278613
Emilia	3254	354	3608	60879	64487	2950	220812	11025	296324	4317841
Emilia	3321	364	3685	62883	66568	3023	221695	11076	299339	4342750
Emilia	3464	373	3837	64456	68293	2822	222718	11137	302148	4358517
Emilia	3516	378	3894	65098	68992	2184	224138	11184	304314	4399542
Emilia	3542	381	3923	65692	69615	2026	225473	11236	306324	4436998
Emilia	3551	385	3936	66502	70438	2531	227087	11301	308826	4474763
Emilia	3549	386	3935	68852	72787	3188	227858	11343	311988	4510779
Emilia	3519	401	3920	69519	73439	2560	229697	11390	314526	4547328
Emilia	3566	396	3962	70502	74464	2448	231079	11424	316967	4564438
Emilia	3702	390	4092	70679	74771	2118	232841	11468	319080	4584340
Emilia	3659	395	4054	69542	73596	1578	235512	11524	320632	4620268
Emilia	3614	397	4011	67845	71856	1725	238912	11569	322337	4654431
Emilia	3557	402	3959	67876	71835	2070	240932	11627	324394	4689356
Emilia	3515	399	3914	67945	71859	2391	243244	11673	326776	4721424
Emilia	3467	400	3867	68194	72061	2269	245274	11706	329041	4754658
Emilia	3442	401	3843	68911	72754	2137	246682	11737	331173	4773714
Emilia	3540	398	3938	69952	73890	2011	247487	11792	333169	4785678
Emilia	3486	392	3878	69202	73080	1187	249404	11859	334343	4819016
Emilia	3427	390	3817	68618	72435	1490	251468	11917	335820	4850208
Emilia	3337	381	3718	68641	72359	1809	253277	11984	337620	4881387
Emilia	3299	371	3670	69579	73249	1830	254151	12040	339440	4911635
Emilia	3181	366	3547	68933	72480	1789	256660	12078	341218	4943483
Emilia	3117	360	3477	68711	72188	1700	258614	12113	342915	4963261
Emilia	3149	366	3515	68691	72206	1493	260051	12151	344408	4969490
Emilia	3206	367	3573	67317	70890	791	262117	12189	345196	4982493
Emilia	3160	356	3516	65459	68975	576	264532	12246	345753	5014353
Emilia	3051	352	3403	65452	68855	1075	265694	12271	346820	5044615
Emilia	2917	343	3260	64958	68218	1488	267780	12307	348305	5071297
Emilia	2805	334	3139	64293	67432	1525	270050	12340	349822	5099822
Emilia	2711	330	3041	63584	66625	1170	271983	12380	350988	5117442
Emilia	2756	332	3088	63345	66433	1151	273287	12411	352131	5130341
Emilia	2654	331	2985	61968	64953	785	275503	12452	352908	5156399
Emilia	2590	317	2907	62210	65117	859	276162	12482	353761	5183846
Emilia	2464	312	2776	62490	65266	1150	277120	12515	354901	5209542
Emilia	2365	313	2678	61442	64120	1275	279482	12557	356159	5234352
Emilia	2292	299	2591	61100	63691	1076	280953	12587	357231	5264768
Emilia	2226	297	2523	61362	63885	1104	281836	12608	358329	5283140
Emilia	2256	296	2552	60735	63287	877	283279	12640	359206	5294185
Emilia	2171	291	2462	58501	60963	740	286311	12667	359941	5322319
Emilia	2116	287	2403	56130	58533	760	289471	12690	360694	5349582
Emilia	2029	282	2311	54210	56521	1010	292461	12718	361700	5377093
Emilia	1948	276	2224	52325	54549	1104	295521	12731	362801	5405347
Emilia	1873	265	2138	50265	52403	984	298618	12761	363782	5433738
Emilia	1842	265	2107	48374	50481	1001	301517	12784	364782	5450270
Emilia	1861	268	2129	46394	48523	936	304391	12801	365715	5462915
Emilia	1833	246	2079	45724	47803	723	305809	12820	366432	5493671
Emilia	1790	250	2040	43505	45545	642	308683	12843	367071	5523280
Emilia	1764	234	1998	41653	43651	979	311535	12859	368045	5555224
Emilia	1732	226	1958	42398	44356	1206	312018	12876	369250	5585982
Emilia	1640	216	1856	39474	41330	941	315967	12893	370190	5620325
Emilia	1671	217	1888	39875	41763	950	316468	12906	371137	5630177
Emilia	1687	219	1906	40095	42001	641	316859	12916	371776	5641239
Emilia	1620	213	1833	37295	39128	488	320194	12940	372262	5670785
Emilia	1546	213	1759	37323	39082	561	320778	12957	372817	5700763
Emilia	1466	204	1670	37845	39515	824	321141	12976	373632	5731012
Emilia	1416	195	1611	38025	39636	871	321870	12992	374498	5760555
Emilia	1365	189	1554	36131	37685	875	324679	13007	375371	5790769
Emilia	1335	187	1522	31832	33354	650	329654	13010	376018	5807883
Emilia	1357	187	1544	29835	31379	471	332088	13019	376486	5818912
Emilia	1294	186	1480	27396	28876	456	335032	13031	376939	5844292
Emilia	1239	178	1417	25114	26531	509	337875	13038	377444	5866306
Emilia	1199	163	1362	25447	26809	618	338195	13056	378060	5890242
Emilia	1136	160	1296	25596	26892	551	338648	13067	378607	5929769
Emilia	1057	160	1217	23502	24719	530	341330	13081	379130	5955782
Emilia	1042	157	1199	22230	23429	452	343060	13088	379577	5969945
Emilia	1062	156	1218	21790	23008	342	343813	13097	379918	5981039
Emilia	1003	149	1152	21129	22281	331	344858	13107	380246	6005694
Emilia	937	145	1082	20932	22014	328	345439	13116	380569	6028815
Emilia	887	137	1024	20683	21707	464	346200	13122	381029	6050514
Emilia	851	127	978	20230	21208	412	347102	13129	381439	6072313
Emilia	791	126	917	18421	19338	340	349298	13140	381776	6097541
Emilia	766	122	888	18194	19082	299	349845	13146	382073	6110226
Emilia	763	123	886	17635	18521	315	350713	13153	382387	6120434
Emilia	730	116	846	16976	17822	161	351559	13163	382544	6143162
Emilia	689	109	798	16736	17534	224	352065	13167	382766	6166700
Emilia	622	111	733	16624	17357	263	352498	13170	383025	6186832
Emilia	560	109	669	15721	16390	258	353718	13174	383282	6209517
Emilia	532	104	636	15427	16063	224	354260	13180	383503	6231259
Emilia	521	99	620	15142	15762	190	354748	13183	383693	6243169
Emilia	530	100	630	14643	15273	188	355420	13186	383879	6251675
Emilia	523	95	618	13800	14418	107	356379	13189	383986	6272739
Emilia	489	90	579	13263	13842	152	357105	13190	384137	6291496
Emilia	473	88	561	12627	13188	232	357984	13193	384365	6298652
Emilia	448	78	526	11688	12214	150	359102	13198	384514	6318150
Emilia	423	68	491	11223	11714	134	359726	13208	384648	6341111
Emilia	412	70	482	10972	11454	172	360157	13209	384820	6352755
Emilia	404	72	476	10486	10962	155	360799	13212	384973	6360046
Emilia	386	70	456	10503	10959	99	360892	13219	385070	6380331
Emilia	360	69	429	9894	10323	107	361632	13221	385176	6399364
Emilia	335	63	398	8822	9220	145	362876	13225	385321	6401646
Emilia	321	61	382	8322	8704	139	363523	13230	385457	6421432
Emilia	291	60	351	8162	8513	105	363818	13230	385561	6438600
Emilia	288	62	350	7995	8345	123	364106	13233	385684	6448946
Emilia	291	62	353	7665	8018	137	364569	13234	385821	6457057
Emilia	279	56	335	6913	7248	48	365384	13236	385868	6475668
Emilia	269	51	320	6351	6671	73	366031	13239	385941	6492972
Emilia	254	49	303	5935	6238	89	366551	13239	386028	6509781
Emilia	246	40	286	5708	5994	71	366860	13245	386099	6532281
Emilia	233	39	272	5490	5762	93	367185	13245	386192	6556503
Emilia	223	38	261	5329	5590	73	367429	13246	386265	6569590
Emilia	223	37	260	4986	5246	81	367852	13248	386346	6577851
Emilia	210	34	244	4659	4903	44	368236	13250	386389	6593740
Emilia	203	32	235	4203	4438	55	368752	13250	386440	6610169
Emilia	196	30	226	3973	4199	72	369062	13251	386512	6626830
Emilia	188	29	217	3762	3979	57	369334	13256	386569	6645777
Emilia	185	27	212	3623	3835	65	369543	13256	386634	6668894
Emilia	185	28	213	3510	3723	61	369715	13257	386695	6681109
Emilia	191	28	219	3253	3472	64	370027	13258	386757	6689488
Emilia	194	27	221	3055	3276	36	370254	13261	386791	6707402
Emilia	184	27	211	2739	2950	36	370615	13262	386827	6723711
Emilia	179	24	203	2654	2857	61	370769	13262	386888	6740587
Emilia	175	22	197	2510	2707	46	370963	13264	386934	6759161
Emilia	161	22	183	2490	2673	65	371061	13264	386998	6781717
Emilia	161	22	183	2410	2593	52	371191	13264	387048	6793633
Emilia	163	22	185	2304	2489	58	371353	13264	387106	6799828
Emilia	164	19	183	2137	2320	51	371573	13264	387157	6818174
Emilia	160	18	178	2029	2207	62	371748	13264	387219	6833676
Emilia	157	17	174	2014	2188	94	371857	13266	387311	6848823
Emilia	155	15	170	2024	2194	99	371950	13266	387410	6866355
Emilia	153	13	166	2048	2214	96	372022	13268	387504	6886675
Emilia	150	13	163	2064	2227	93	372102	13268	387597	6898669
Emilia	151	14	165	2031	2196	118	372251	13268	387715	6906471
Emilia	144	13	157	1956	2113	76	372408	13268	387789	6924098
Emilia	144	14	158	2022	2180	117	372458	13268	387906	6941020
Emilia	140	14	154	2103	2257	167	372548	13268	388073	6956769
Emilia	145	14	159	2329	2488	207	372723	13268	388479	6998929
Emilia	141	13	154	2552	2706	266	372771	13268	388745	7012132
Emilia	142	14	156	2700	2856	219	372839	13268	388963	7019934
Emilia	137	15	152	2807	2959	185	372918	13269	389146	7039804
Emilia	141	13	154	3062	3216	324	372984	13270	389470	7058426
Emilia	139	12	151	3360	3511	447	373133	13272	389916	7078772
Emilia	144	9	153	3753	3906	474	373211	13272	390389	7100283
Emilia	150	9	159	4150	4309	468	373276	13272	390857	7124589
Emilia	161	8	169	5068	5237	469	373377	13277	391891	7151111
Emilia	162	9	171	5125	5296	299	373611	13279	392186	7175763
Emilia	169	13	182	5440	5622	419	373699	13281	392602	7197252
Emilia	183	13	196	5839	6035	493	373777	13281	393093	7218989
Emilia	197	14	211	6279	6490	544	373860	13282	393632	7243647
Emilia	208	15	223	6909	7132	700	373914	13282	394328	7271672
Emilia	223	17	240	7402	7642	606	374009	13283	394934	7289557
Emilia	241	20	261	7795	8056	560	374148	13285	395489	7300142
Emilia	256	22	278	8326	8604	495	374451	13286	396341	7344643
Emilia	267	24	291	8711	9002	669	374717	13286	397005	7365147
Emilia	263	22	285	9282	9567	717	374868	13287	397722	7393231
Emilia	306	31	337	10794	11131	642	375283	13290	399704	7461354
Emilia	323	31	354	11233	11587	454	375687	13291	400565	7513169
Emilia	319	32	351	11580	11931	632	375972	13292	401195	7536732
Emilia	321	36	357	12072	12429	656	376118	13295	401842	7561721
Emilia	316	38	354	12628	12982	765	376320	13299	402601	7588532
Emilia	326	35	361	12787	13148	551	376702	13300	403150	7608348
Emilia	344	40	384	12894	13278	458	377023	13302	403603	7619395
Emilia	361	44	405	13023	13428	478	377341	13309	404078	7647105
Emilia	369	47	416	12974	13390	445	377819	13312	404521	7671607
Emilia	376	47	423	13235	13658	576	378111	13315	405084	7693428
Emilia	376	46	422	13774	14196	622	378824	13318	406338	7745433
Emilia	387	47	434	14035	14469	555	379103	13321	406893	7765652
Emilia	402	52	454	14278	14732	558	379393	13324	407449	7778869
Emilia	411	54	465	14377	14842	472	379745	13327	407914	7809660
Emilia	410	55	465	14422	14887	412	380099	13334	408320	7836495
Emilia	405	53	458	14565	15023	561	380517	13337	408877	7861639
Emilia	420	51	471	14992	15463	732	380800	13344	409607	7887745
Emilia	411	48	459	15558	16017	605	381523	13353	410893	7943179
Emilia	420	49	469	15640	16109	546	381967	13360	411436	7955346
Emilia	403	50	453	15448	15901	455	382618	13369	411888	7987696
Emilia	388	48	436	15521	15957	529	383462	13372	412791	8046529
Emilia	395	49	444	16045	16489	721	383644	13375	413508	8080019
Emilia	410	49	459	15199	15658	513	386013	13386	415057	8153122
Emilia	410	45	455	15138	15593	396	386467	13388	415448	8186750
Emilia	403	45	448	14666	15114	337	387273	13396	415783	8215807
Emilia	400	43	443	14578	15021	617	388419	13404	416844	8275759
Emilia	390	43	433	14678	15111	499	388823	13408	417342	8312116
Emilia	398	45	443	14590	15033	453	389354	13408	417795	8336880
Emilia	420	45	465	14483	14948	470	389900	13409	418257	8352278
Emilia	428	43	471	13737	14208	314	390946	13411	418565	8387832
Emilia	427	44	471	12901	13372	364	392457	13420	419249	8446018
Emilia	407	41	448	12826	13274	403	393412	13432	420118	8512672
Emilia	409	45	454	12975	13429	343	393598	13434	420461	8537819
Emilia	411	48	459	13034	13493	280	394138	13440	421071	8587580
Emilia	414	49	463	12975	13438	257	394441	13444	421323	8618483
Emilia	387	49	436	13015	13451	332	394752	13451	421654	8649721
Emilia	392	45	437	13203	13640	327	394882	13453	421975	8679232
Emilia	383	48	431	13349	13780	340	395074	13458	422312	8716415
Emilia	385	47	432	13552	13984	258	395923	13470	423377	8822362
Emilia	374	46	420	13616	14036	363	396227	13475	423738	8852384
Emilia	370	46	416	13882	14298	351	396314	13477	424089	8879013
Emilia	370	46	416	13924	14340	277	396548	13477	424365	8914876
Emilia	370	47	417	14027	14444	314	396751	13483	424678	8940503
Emilia	377	50	427	14154	14581	244	396856	13485	424922	8952301
Emilia	361	50	411	14240	14651	169	396948	13489	425088	8977461
Emilia	338	46	384	14250	14634	281	397239	13494	425367	9010951
Emilia	340	46	386	14305	14691	291	397468	13496	425655	9038833
Emilia	327	39	366	14439	14805	270	397619	13499	425923	9064360
Emilia	308	42	350	14547	14897	267	397789	13504	426190	9094832
Emilia	315	44	359	14633	14992	239	397929	13508	426429	9116252
Emilia	322	46	368	14675	15043	191	398063	13514	426620	9125962
Emilia	338	42	380	14670	15050	157	398205	13516	426771	9151076
Emilia	320	40	360	14659	15019	223	398454	13521	426994	9170218
Emilia	319	36	355	14661	15016	196	398648	13524	427188	9198377
Emilia	310	35	345	14680	15025	198	398833	13528	427386	9230889
Emilia	293	33	326	14415	14741	240	399355	13530	427626	9260240
Emilia	296	32	328	13870	14198	244	400140	13532	427870	9281148
Emilia	302	32	334	13350	13684	209	400859	13533	428076	9297129
Emilia	303	29	332	12741	13073	161	401625	13538	428236	9332814
Emilia	296	31	327	11937	12264	247	402677	13542	428483	9361425
Emilia	283	31	314	11462	11776	294	403454	13546	428776	9391735
Emilia	287	30	317	10849	11166	315	404376	13548	429090	9420318
Emilia	278	30	308	10185	10493	333	405377	13551	429421	9447526
Emilia	282	33	315	9714	10029	316	406154	13554	429737	9467735
Emilia	287	32	319	9166	9485	362	407055	13559	430099	9482758
Emilia	284	34	318	8748	9066	273	407741	13564	430371	9512751
Emilia	281	34	315	8048	8363	307	408736	13577	430676	9542848
Emilia	283	31	314	7616	7930	391	409554	13583	431067	9573213
Emilia	291	31	322	7073	7395	409	410915	13592	431902	9628630
Emilia	309	30	339	7187	7526	407	411558	13595	432679	9662656
Emilia	320	29	349	7262	7611	334	411797	13603	433011	9678618
Emilia	315	30	345	7153	7498	222	412127	13608	433233	9709793
Emilia	297	38	335	7231	7566	328	412380	13614	433560	9739470
Emilia	302	40	342	7507	7849	618	412710	13618	434177	9767926
Emilia	318	36	354	7825	8179	561	412939	13618	434736	9796295
Emilia	329	36	365	8093	8458	565	413222	13621	435301	9817161
Emilia	341	38	379	8283	8662	536	413548	13627	435837	9833017
Emilia	338	40	378	8436	8814	458	413850	13629	436293	9865208
Emilia	350	41	391	8632	9023	549	414180	13637	436840	9894196
Emilia	363	40	403	8966	9369	617	414444	13644	437457	9924394
Emilia	388	39	427	9783	10210	682	414985	13655	438850	9980179
Emilia	397	40	437	10152	10589	676	415272	13664	439525	10000886
Emilia	418	42	460	10411	10871	651	415635	13670	440176	10017934
Emilia	433	42	475	10621	11096	566	415964	13678	440738	10051362
Emilia	459	41	500	10954	11454	756	416360	13680	441494	10091795
Emilia	468	49	517	12171	12688	1014	417050	13696	443434	10160044
Emilia	557	57	614	14212	14826	991	417927	13710	446463	10239155
Emilia	553	63	616	14775	15391	850	418202	13719	447312	10275940
Emilia	560	63	623	15344	15967	1058	418668	13733	448368	10312445
Emilia	594	58	652	17840	18492	1273	420029	13767	452288	10417565
Emilia	632	62	694	18776	19470	1344	420386	13774	453630	10445792
Emilia	660	69	729	19558	20287	1223	420782	13781	454850	10465978
Emilia	685	75	760	20052	20812	1086	421327	13791	455930	10504001
Emilia	667	76	743	20767	21510	1117	421737	13797	457044	10539982
Emilia	674	75	749	21758	22507	1464	422194	13803	458504	10579668
Emilia	687	75	762	22780	23542	1633	422779	13810	460131	10615842
Emilia	703	77	780	23457	24237	1610	423681	13822	461740	10655900
Emilia	728	79	807	24526	25333	1707	424281	13832	463446	10685852
Emilia	781	75	856	25243	26099	1396	424898	13841	464838	10707216
Emilia	807	81	888	26010	26898	1350	425433	13851	466182	10746250
Emilia	921	88	1009	28536	29545	1661	427450	13886	470881	10843517
Emilia	928	88	1016	29657	30673	1733	428047	13893	472613	10878177
Emilia	1004	88	1092	32505	33597	1828	428900	13916	476413	10928383
Emilia	1001	92	1093	33755	34848	1845	429462	13939	478249	10970310
Emilia	999	99	1098	34997	36095	1898	430096	13953	480144	11010200
Emilia	989	102	1091	37093	38184	2507	432559	13976	484719	11090651
Emilia	986	107	1093	38874	39967	2451	433210	13991	487168	11129869
Emilia	1032	103	1135	40533	41668	2500	433990	14007	489665	11160273
Emilia	1089	101	1190	42153	43343	2369	434656	14030	492029	11182184
Emilia	1084	107	1191	43173	44364	2179	435788	14049	494201	11224897
Emilia	1109	107	1216	44326	45542	2068	436653	14071	496266	11269312
Emilia	1121	110	1231	46208	47439	2860	437602	14082	499123	11316580
Emilia	1119	107	1226	48381	49607	3067	438477	14104	502188	11364482
Emilia	1142	107	1249	51577	52826	3551	438786	14126	505738	11406498
Emilia	1236	107	1343	56376	57719	3482	440251	14160	512130	11444857
Emilia	1286	112	1398	57974	59372	3427	442001	14176	515549	11495602
Emilia	1305	113	1418	61085	62503	4134	442982	14187	519672	11548966
Emilia	1334	121	1455	66869	68324	7088	444226	14207	526757	11606919
Emilia	1346	116	1462	75996	77458	10167	445248	14216	536922	11668964
Emilia	1451	130	1581	95471	97052	9090	446972	14239	558263	11738029
Emilia	1528	131	1659	102167	103826	8014	448179	14256	566261	11769169
Emilia	1579	135	1714	109044	110758	8773	449993	14281	575032	11828741
Emilia	1622	141	1763	120058	121821	13671	452578	14296	588695	11891291
Emilia	1744	140	1884	154904	156788	38528	456114	14320	627222	11953763
Emilia	1848	140	1988	169906	171894	17119	458112	14335	644341	11990542
Emilia	1873	144	2017	181924	183941	14901	460932	14362	659235	12058813
Emilia	1929	147	2076	197779	199855	17698	462698	14378	676931	12112777
Emilia	2043	151	2194	209905	212099	14194	464625	14394	691118	12151307
Emilia	2166	152	2318	226810	229128	20595	468149	14429	711706	12229930
Emilia	2187	148	2335	240350	242685	18631	473197	14448	730330	12303523
Emilia	2258	151	2409	257055	259464	20648	477021	14486	750971	12376070
Emilia	2312	148	2460	274333	276793	20346	479992	14510	771295	12445735
Emilia	2334	152	2486	288330	290816	17755	483692	14536	789044	12523847
Emilia	2456	149	2605	309085	311690	11189	490346	14577	816613	12621740
Emilia	2441	151	2592	320848	323440	17977	496489	14617	834546	12713196
Emilia	2412	149	2561	338386	340947	20650	499588	14657	855192	12794088
Emilia	2465	152	2617	345823	348440	20140	512193	14690	875323	12865778
Emilia	2459	145	2604	345543	348147	20654	533095	14719	895961	12945202
Emilia	2467	142	2609	355541	358150	17887	540937	14748	913835	13021017
Emilia	2542	152	2694	365849	368543	19603	550108	14771	933422	13082607
Emilia	2625	148	2773	373930	376703	14719	556612	14811	948126	13117908
Emilia	2594	150	2744	381232	383976	13561	562841	14849	961666	13209351
Emilia	2577	152	2729	393286	396015	19028	569761	14902	980678	13282629
Emilia	2610	149	2759	398134	400893	16142	580969	14950	996812	13348537
Emilia	2611	147	2758	379249	382007	16941	616762	14980	1013749	13435898
Emilia	2617	146	2763	378395	381158	15023	632593	15019	1028770	13487545
